Region,Atmospheric Condition,Area,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Gender,Injury Severity
Midwest,Clear,Rural,Local Road or Street,54,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Possible Injury (C)
Midwest,Clear,Rural,Local Road or Street,14,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,25,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,32,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,33,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,53,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,16,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,83,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,93,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,30,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,30,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,33,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,34,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,88,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,17,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Midwest,Clear,Rural,Local Road or Street,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Midwest,Clear,Urban,Local Road or Street,28,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Midwest,Clear,Rural,Local Road or Street,17,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Midwest,Clear,Urban,Local Road or Street,5,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Midwest,Clear,Urban,Local Road or Street,11,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Midwest,Clear,Rural,Local Road or Street,14,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,19,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,22,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,22,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,32,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,35,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,35,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,39,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,42,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,51,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,53,Unknown,Pedestrian,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,57,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,59,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,29,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,30,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,52,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,68,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,71,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,24,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,25,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,28,Unknown,Pedestrian,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,29,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,31,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,44,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,20,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Urban,Local Road or Street,52,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,29,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Clear,Rural,Local Road or Street,77,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Clear,Urban,Local Road or Street,19,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Clear,Urban,Local Road or Street,51,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,No Injury (O)
Midwest,Clear,Rural,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Clear,Urban,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Clear,Urban,Local Road or Street,36,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Clear,Rural,Local Road or Street,33,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Midwest,Clear,Urban,Local Road or Street,6,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Midwest,Clear,Urban,Local Road or Street,16,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Possible Injury (C)
Midwest,Clear,Rural,Local Road or Street,16,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,74,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,77,Unknown,Pedestrian,Unknown,Female,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,20,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,23,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,44,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,55,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,20,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,28,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Midwest,Clear,Rural,Local Road or Street,43,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Incapacitating Injury (A)
Midwest,Clear,Rural,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Non-incapacitating Evident Injury (B)
Midwest,Clear,Urban,Local Road or Street,37,Yes,Driver of a Motor Vehicle In-Transport,Yes,Female,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,28,Yes,Driver of a Motor Vehicle In-Transport,Yes,Female,Possible Injury (C)
Midwest,Clear,Urban,Local Road or Street,43,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,45,Yes,Driver of a Motor Vehicle In-Transport,Yes,Male,Fatal Injury (K)
Midwest,Clear,Urban,Local Road or Street,20,No,Driver of a Motor Vehicle In-Transport,Yes,Male,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,18,Yes,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,48,No,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,No,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,23,Yes,Pedestrian,No,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,25,No,Driver of a Motor Vehicle In-Transport,No,Female,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,16,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,18,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,21,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,26,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,38,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,45,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,88,No,Passenger of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,18,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,34,No,Pedestrian,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,39,No,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,40,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,51,Yes,Driver of a Motor Vehicle In-Transport,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,58,No,Pedestrian,No,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,79,No,Pedestrian,No,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,52,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Northeast,Clear,Urban,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Northeast,Clear,Urban,Local Road or Street,34,Unknown,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Northeast,Clear,Urban,Local Road or Street,63,No,Driver of a Motor Vehicle In-Transport,No,Male,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,8,No,Bicyclist,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,16,No,Pedestrian,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,20,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,22,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,47,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,91,No,Pedestrian,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,18,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,21,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,25,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,39,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,67,Unknown,Pedestrian,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,79,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,81,No,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,83,No,Pedestrian,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,88,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,89,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,20,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Clear,Urban,Local Road or Street,24,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Clear,Urban,Local Road or Street,58,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Incapacitating Injury (A)
Northeast,Clear,Rural,Local Road or Street,15,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,63,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,74,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Northeast,Clear,Urban,Local Road or Street,28,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,No Injury (O)
Northeast,Clear,Rural,Local Road or Street,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Northeast,Clear,Rural,Local Road or Street,52,No,Driver of a Motor Vehicle In-Transport,Unknown,Female,Non-incapacitating Evident Injury (B)
Northeast,Clear,Rural,Local Road or Street,50,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Northeast,Clear,Rural,Local Road or Street,77,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Northeast,Clear,Urban,Local Road or Street,19,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Northeast,Clear,Urban,Local Road or Street,21,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Female,Possible Injury (C)
Northeast,Clear,Rural,Local Road or Street,17,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,19,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,20,Unknown,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,21,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,22,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,23,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,24,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,26,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,27,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,33,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,36,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,38,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,41,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,44,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,69,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,72,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Rural,Local Road or Street,81,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,11,No,Pedestrian,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,17,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,18,Yes,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,20,No,Passenger of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,22,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,26,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,31,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,46,Yes,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,49,Unknown,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,56,Yes,Bicyclist,Unknown,Male,Fatal Injury (K)
Northeast,Clear,Urban,Local Road or Street,90,No,Driver of a Motor Vehicle In-Transport,Unknown,Male,Fatal Injury (K)
